mitre_id,name,tactic,description,url
T1030,Data Transfer Size Limits,Exfiltration,An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network data transfer threshold alerts.,https://attack.mitre.org/techniques/T1030
T1550.004,Web Session Cookie,Lateral Movement,Adversaries can use stolen session cookies to authenticate to web applications and services. This technique bypasses some multi-factor authentication protocols since the session is already authenticated.(Citation: Pas...,https://attack.mitre.org/techniques/T1550/004
T1078.002,Domain Accounts,Stealth|Persistence|Privilege Escalation|Initial Access,"Adversaries may obtain and abuse credentials of a domain account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.(Citation: TechNet Credential Theft) Domain accounts are tho...",https://attack.mitre.org/techniques/T1078/002
T1218.009,Regsvcs/Regasm,Stealth,Adversaries may abuse Regsvcs and Regasm to proxy execution of code through a trusted Windows utility. Regsvcs and Regasm are Windows command-line utilities that are used to register .NET [Component Object Model](http...,https://attack.mitre.org/techniques/T1218/009
T1546.018,Python Startup Hooks,Persistence|Privilege Escalation,"Adversaries may achieve persistence by leveraging Python’s startup mechanisms, including path configuration (`.pth`) files and the `sitecustomize.py` or `usercustomize.py` modules. These files are automatically proces...",https://attack.mitre.org/techniques/T1546/018
T1553.004,Install Root Certificate,Defense Impairment,Adversaries may install a root certificate on a compromised system to avoid warnings when connecting to adversary controlled web servers. Root certificates are used in public key cryptography to identify a root certif...,https://attack.mitre.org/techniques/T1553/004
T1037.003,Network Logon Script,Persistence|Privilege Escalation,Adversaries may use network logon scripts automatically executed at logon initialization to establish persistence. Network logon scripts can be assigned using Active Directory or Group Policy Objects.(Citation: Petri ...,https://attack.mitre.org/techniques/T1037/003
T1499,Endpoint Denial of Service,Impact,Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users. Endpoint DoS can be performed by exhausting the system resources those services are hosted on...,https://attack.mitre.org/techniques/T1499
T1027.004,Compile After Delivery,Stealth,Adversaries may attempt to make payloads difficult to discover and analyze by delivering files to victims as uncompiled code. Text-based source code files may subvert analysis and scrutiny from protections targeting e...,https://attack.mitre.org/techniques/T1027/004
T1688,Safe Mode Boot,Defense Impairment,Adversaries may abuse Windows safe mode to disable endpoint defenses. Safe mode starts up the Windows operating system with a limited set of drivers and services. Third-party security software such as endpoint detecti...,https://attack.mitre.org/techniques/T1688
T1614,System Location Discovery,Discovery,Adversaries may gather information in an attempt to calculate the geographical location of a victim host. Adversaries may use the information from [System Location Discovery](https://attack.mitre.org/techniques/T1614)...,https://attack.mitre.org/techniques/T1614
T1564.007,VBA Stomping,Stealth,Adversaries may hide malicious Visual Basic for Applications (VBA) payloads embedded within MS Office documents by replacing the VBA source code with benign data.(Citation: FireEye VBA stomp Feb 2020),https://attack.mitre.org/techniques/T1564/007
T1197,BITS Jobs,Stealth|Persistence|Execution,"Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism expose...",https://attack.mitre.org/techniques/T1197
T1127.001,MSBuild,Stealth|Execution,Adversaries may use MSBuild to proxy execution of code through a trusted Windows utility. MSBuild.exe (Microsoft Build Engine) is a software build platform used by Visual Studio. It handles XML formatted project files...,https://attack.mitre.org/techniques/T1127/001
T1578.005,Modify Cloud Compute Configurations,Defense Impairment,"Adversaries may modify settings that directly affect the size, locations, and resources available to cloud compute infrastructure in order to evade defenses. These settings may include service quotas, subscription ass...",https://attack.mitre.org/techniques/T1578/005
T1090.004,Domain Fronting,Command And Control,Adversaries may take advantage of routing schemes in Content Delivery Networks (CDNs) and other services which host multiple domains to obfuscate the intended destination of HTTPS traffic or traffic tunneled through H...,https://attack.mitre.org/techniques/T1090/004
T1557.002,ARP Cache Poisoning,Credential Access|Collection,Adversaries may poison Address Resolution Protocol (ARP) caches to position themselves between the communication of two or more networked devices. This activity may be used to enable follow-on behaviors such as [Netwo...,https://attack.mitre.org/techniques/T1557/002
T1518.001,Security Software Discovery,Discovery,"Adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment. This may include things such as cloud monitoring ag...",https://attack.mitre.org/techniques/T1518/001
T1564.003,Hidden Window,Stealth,"Adversaries may use hidden windows to conceal malicious activity from the plain sight of users. In some cases, windows that would typically be displayed when an application carries out an operation can be hidden. This...",https://attack.mitre.org/techniques/T1564/003
T1127.002,ClickOnce,Stealth|Execution,Adversaries may use ClickOnce applications (.appref-ms and .application files) to proxy execution of code through a trusted Windows utility.(Citation: Burke/CISA ClickOnce BlackHat) ClickOnce is a deployment that enab...,https://attack.mitre.org/techniques/T1127/002
T1059.006,Python,Execution,"Adversaries may abuse Python commands and scripts for execution. Python is a very popular scripting/programming language, with capabilities to perform many functions. Python can be executed interactively from the comm...",https://attack.mitre.org/techniques/T1059/006
T1070.010,Relocate Malware,Stealth,"Once a payload is delivered, adversaries may reproduce copies of the same malware on the victim system to remove evidence of their presence and/or avoid defenses. Copying malware payloads to new locations may also be ...",https://attack.mitre.org/techniques/T1070/010
T1591.004,Identify Roles,Reconnaissance,"Adversaries may gather information about identities and roles within the victim organization that can be used during targeting. Information about business roles may reveal a variety of targetable details, including id...",https://attack.mitre.org/techniques/T1591/004
T1132,Data Encoding,Command And Control,Adversaries may encode data to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a standard data encoding system. Use of data encoding ...,https://attack.mitre.org/techniques/T1132
T1546.010,AppInit DLLs,Privilege Escalation|Persistence,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppInit DLLs loaded into processes. Dynamic-link libraries (DLLs) that are specified in the <code>AppInit_DLL...,https://attack.mitre.org/techniques/T1546/010
T1598,Phishing for Information,Reconnaissance,"Adversaries may send phishing messages to elicit sensitive information that can be used during targeting. Phishing for information is an attempt to trick targets into divulging information, frequently credentials or o...",https://attack.mitre.org/techniques/T1598
T1496,Resource Hijacking,Impact,"Adversaries may leverage the resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability.",https://attack.mitre.org/techniques/T1496
T1684.001,Impersonation,Stealth,"Adversaries may impersonate a trusted person or organization in order to persuade and trick a target into performing some action on their behalf. For example, adversaries may communicate with victims (via [Phishing fo...",https://attack.mitre.org/techniques/T1684/001
T1585,Establish Accounts,Resource Development,Adversaries may create and cultivate accounts with services that can be used during targeting. Adversaries can create accounts that can be used to build a persona to further operations. Persona development consists of...,https://attack.mitre.org/techniques/T1585
T1588,Obtain Capabilities,Resource Development,"Adversaries may buy and/or steal capabilities that can be used during targeting. Rather than developing their own capabilities in-house, adversaries may purchase, freely download, or steal them. Activities may include...",https://attack.mitre.org/techniques/T1588
T1546.002,Screensaver,Privilege Escalation|Persistence,Adversaries may establish persistence by executing malicious content triggered by user inactivity. Screensavers are programs that execute after a configurable time of user inactivity and consist of Portable Executable...,https://attack.mitre.org/techniques/T1546/002
T1556.009,Conditional Access Policies,Defense Impairment|Persistence|Credential Access,Adversaries may disable or modify conditional access policies to enable persistent access to compromised accounts. Conditional access policies are additional verifications used by identity providers and identity and a...,https://attack.mitre.org/techniques/T1556/009
T1578.002,Create Cloud Instance,Defense Impairment,An adversary may create a new instance or virtual machine (VM) within the compute service of a cloud account to evade defenses. Creating a new instance may allow an adversary to bypass firewall rules and permissions t...,https://attack.mitre.org/techniques/T1578/002
T1555.006,Cloud Secrets Management Stores,Credential Access,"Adversaries may acquire credentials from cloud-native secret management solutions such as AWS Secrets Manager, GCP Secret Manager, Azure Key Vault, and Terraform Vault.",https://attack.mitre.org/techniques/T1555/006
T1213.003,Code Repositories,Collection,Adversaries may leverage code repositories to collect valuable information. Code repositories are tools/services that store source code and automate software builds. They may be hosted internally or privately on third...,https://attack.mitre.org/techniques/T1213/003
T1565.002,Transmitted Data Manipulation,Impact,"Adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity, thus threatening the integrity of the data.(Citation: FireEye APT38 Oct 2018)(Citation: DOJ La...",https://attack.mitre.org/techniques/T1565/002
T1003.008,/etc/passwd and /etc/shadow,Credential Access,Adversaries may attempt to dump the contents of <code>/etc/passwd</code> and <code>/etc/shadow</code> to enable offline password cracking. Most modern Linux operating systems use a combination of <code>/etc/passwd</co...,https://attack.mitre.org/techniques/T1003/008
T1543.001,Launch Agent,Persistence|Privilege Escalation,"Adversaries may create or modify launch agents to repeatedly execute malicious payloads as part of persistence. When a user logs in, a per-user launchd process is started which loads the parameters for each launch-on-...",https://attack.mitre.org/techniques/T1543/001
T1569,System Services,Execution,Adversaries may abuse system services or daemons to execute commands or programs. Adversaries can execute malicious content by interacting with or creating services either locally or remotely. Many services are set to...,https://attack.mitre.org/techniques/T1569
T1059.003,Windows Command Shell,Execution,Adversaries may abuse the Windows command shell for execution. The Windows command shell ([cmd](https://attack.mitre.org/software/S0106)) is the primary command prompt on Windows systems. The Windows command prompt ca...,https://attack.mitre.org/techniques/T1059/003
T1055.009,Proc Memory,Stealth|Privilege Escalation,Adversaries may inject malicious code into processes via the /proc filesystem in order to evade process-based defenses as well as possibly elevate privileges. Proc memory injection is a method of executing arbitrary c...,https://attack.mitre.org/techniques/T1055/009
T1650,Acquire Access,Resource Development,Adversaries may purchase or otherwise acquire an existing access to a target system or network. A variety of online services and initial access broker networks are available to sell access to previously compromised sy...,https://attack.mitre.org/techniques/T1650
T1601.001,Patch System Image,Defense Impairment,Adversaries may modify the operating system of a network device to introduce new capabilities or weaken existing defenses.(Citation: Killing the myth of Cisco IOS rootkits) (Citation: Killing IOS diversity myth) (Cita...,https://attack.mitre.org/techniques/T1601/001
T1558.002,Silver Ticket,Credential Access,"Adversaries who have the password hash of a target service account (e.g. SharePoint, MSSQL) may forge Kerberos ticket granting service (TGS) tickets, also known as silver tickets. Kerberos TGS tickets are also known a...",https://attack.mitre.org/techniques/T1558/002
T1213,Data from Information Repositories,Collection,"Adversaries may leverage information repositories to mine valuable information. Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing be...",https://attack.mitre.org/techniques/T1213
T1070.009,Clear Persistence,Stealth,"Adversaries may clear artifacts associated with previously established persistence on a host system to remove evidence of their activity. This may involve various actions, such as removing services, deleting executabl...",https://attack.mitre.org/techniques/T1070/009
T1059.012,Hypervisor CLI,Execution,Adversaries may abuse hypervisor command line interpreters (CLIs) to execute malicious commands. Hypervisor CLIs typically enable a wide variety of functionality for managing both the hypervisor itself and the guest v...,https://attack.mitre.org/techniques/T1059/012
T1555.004,Windows Credential Manager,Credential Access,"Adversaries may acquire credentials from the Windows Credential Manager. The Credential Manager stores credentials for signing into websites, applications, and/or devices that request authentication through NTLM or Ke...",https://attack.mitre.org/techniques/T1555/004
T1036.010,Masquerade Account Name,Stealth,"Adversaries may match or approximate the names of legitimate accounts to make newly created ones appear benign. This will typically occur during [Create Account](https://attack.mitre.org/techniques/T1136), although ac...",https://attack.mitre.org/techniques/T1036/010
T1200,Hardware Additions,Initial Access,"Adversaries may physically introduce computer accessories, networking hardware, or other computing devices into a system or network that can be used as a vector to gain access. Rather than just connecting and distribu...",https://attack.mitre.org/techniques/T1200
T1219.002,Remote Desktop Software,Command And Control,An adversary may use legitimate desktop support software to establish an interactive command and control channel to target systems within networks. Desktop support software provides a graphical interface for remotely ...,https://attack.mitre.org/techniques/T1219/002
T1505,Server Software Component,Persistence,Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems. Enterprise server applications may include features that allow developers to write and install sof...,https://attack.mitre.org/techniques/T1505
T1485,Data Destruction,Impact,"Adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources. Data destruction is likely to render stored data irrec...",https://attack.mitre.org/techniques/T1485
T1132.002,Non-Standard Encoding,Command And Control,Adversaries may encode data with a non-standard data encoding system to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a non-standar...,https://attack.mitre.org/techniques/T1132/002
T1556.001,Domain Controller Authentication,Defense Impairment|Persistence|Credential Access,Adversaries may patch the authentication process on a domain controller to bypass the typical authentication mechanisms and enable access to accounts.,https://attack.mitre.org/techniques/T1556/001
T1537,Transfer Data to Cloud Account,Exfiltration,"Adversaries may exfiltrate data by transferring the data, including through sharing/syncing and creating backups of cloud environments, to another cloud account they control on the same service.",https://attack.mitre.org/techniques/T1537
T1027.006,HTML Smuggling,Stealth,Adversaries may smuggle data and files past content filters by hiding malicious payloads inside of seemingly benign HTML files. HTML documents can store large binary objects known as JavaScript Blobs (immutable data t...,https://attack.mitre.org/techniques/T1027/006
T1556.005,Reversible Encryption,Defense Impairment|Persistence|Credential Access,An adversary may abuse Active Directory authentication encryption properties to gain access to credentials on Windows systems. The <code>AllowReversiblePasswordEncryption</code> property specifies whether reversible p...,https://attack.mitre.org/techniques/T1556/005
T1027.010,Command Obfuscation,Stealth,Adversaries may obfuscate content during command execution to impede detection. Command-line obfuscation is a method of making strings and patterns within commands and scripts more difficult to signature and analyze. ...,https://attack.mitre.org/techniques/T1027/010
T1070.004,File Deletion,Stealth,"Adversaries may delete files left behind by the actions of their intrusion activity. Malware, tools, or other non-native files dropped or created on a system by an adversary (ex: [Ingress Tool Transfer](https://attack...",https://attack.mitre.org/techniques/T1070/004
T1189,Drive-by Compromise,Initial Access,"Adversaries may gain access to a system through a user visiting a website over the normal course of browsing. Multiple ways of delivering exploit code to a browser exist (i.e., [Drive-by Target](https://attack.mitre.o...",https://attack.mitre.org/techniques/T1189
T1498,Network Denial of Service,Impact,Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users. Network DoS can be performed by exhausting the network bandwidth services rely on. E...,https://attack.mitre.org/techniques/T1498
T1651,Cloud Administration Command,Execution,"Adversaries may abuse cloud management services to execute commands within virtual machines. Resources such as AWS Systems Manager, Azure RunCommand, and Runbooks allow users to remotely run scripts in virtual machine...",https://attack.mitre.org/techniques/T1651
T1546.016,Installer Packages,Privilege Escalation|Persistence,Adversaries may establish persistence and elevate privileges by using an installer to trigger the execution of malicious content. Installer packages are OS specific and contain the resources an operating system needs ...,https://attack.mitre.org/techniques/T1546/016
T1595.001,Scanning IP Blocks,Reconnaissance,"Adversaries may scan victim IP blocks to gather information that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of sequential addresses.",https://attack.mitre.org/techniques/T1595/001
T1221,Template Injection,Stealth,"Adversaries may create or modify references in user document templates to conceal malicious code or force authentication attempts. For example, Microsoft’s Office Open XML (OOXML) specification defines an XML-based fo...",https://attack.mitre.org/techniques/T1221
T1037.004,RC Scripts,Persistence|Privilege Escalation,"Adversaries may establish persistence by modifying RC scripts, which are executed during a Unix-like system’s startup. These files allow system administrators to map and start custom services at startup for different ...",https://attack.mitre.org/techniques/T1037/004
T1134,Access Token Manipulation,Stealth|Privilege Escalation,Adversaries may modify access tokens to operate under a different user or system security context to perform actions and bypass access controls. Windows uses access tokens to determine the ownership of a running proce...,https://attack.mitre.org/techniques/T1134
T1111,Multi-Factor Authentication Interception,Credential Access,"Adversaries may target multi-factor authentication (MFA) mechanisms, (i.e., smart cards, token generators, etc.) to gain access to credentials that can be used to access systems, services, and network resources. Use o...",https://attack.mitre.org/techniques/T1111
T1027.002,Software Packing,Stealth,Adversaries may perform software packing or virtual machine software protection to conceal their code. Software packing is a method of compressing or encrypting an executable. Packing an executable changes the file si...,https://attack.mitre.org/techniques/T1027/002
T1584.007,Serverless,Resource Development,"Adversaries may compromise serverless cloud infrastructure, such as Cloudflare Workers, AWS Lambda functions, or Google Apps Scripts, that can be used during targeting. By utilizing serverless infrastructure, adversar...",https://attack.mitre.org/techniques/T1584/007
T1071.001,Web Protocols,Command And Control,"Adversaries may communicate using application layer protocols associated with web traffic to avoid detection/network filtering by blending in with existing traffic. Commands to the remote system, and often the results...",https://attack.mitre.org/techniques/T1071/001
T1059.005,Visual Basic,Execution,Adversaries may abuse Visual Basic (VB) for execution. VB is a programming language created by Microsoft with interoperability with many Windows technologies such as [Component Object Model](https://attack.mitre.org/t...,https://attack.mitre.org/techniques/T1059/005
T1564.005,Hidden File System,Stealth,"Adversaries may use a hidden file system to conceal malicious activity from users and security tools. File systems provide a structure to store and access data from physical storage. Typically, a user engages with a f...",https://attack.mitre.org/techniques/T1564/005
T1543.002,Systemd Service,Persistence|Privilege Escalation,Adversaries may create or modify systemd services to repeatedly execute malicious payloads as part of persistence. Systemd is a system and service manager commonly used for managing background daemon processes (also k...,https://attack.mitre.org/techniques/T1543/002
T1668,Exclusive Control,Persistence,"Adversaries who successfully compromise a system may attempt to maintain persistence by “closing the door” behind them  – in other words, by preventing other threat actors from initially accessing or maintaining a foo...",https://attack.mitre.org/techniques/T1668
T1563.002,RDP Hijacking,Lateral Movement,Adversaries may hijack a legitimate user’s remote desktop session to move laterally within an environment. Remote desktop is a common feature in operating systems. It allows a user to log into an interactive session w...,https://attack.mitre.org/techniques/T1563/002
T1136,Create Account,Persistence,"Adversaries may create an account to maintain access to victim systems.(Citation: Symantec WastedLocker June 2020) With a sufficient level of access, creating such accounts may be used to establish secondary credentia...",https://attack.mitre.org/techniques/T1136
T1547.013,XDG Autostart Entries,Persistence|Privilege Escalation,Adversaries may add or modify XDG Autostart Entries to execute malicious programs or commands when a user’s desktop environment is loaded at login. XDG Autostart entries are available for any XDG-compliant Linux syste...,https://attack.mitre.org/techniques/T1547/013
T1584.004,Server,Resource Development,"Adversaries may compromise third-party servers that can be used during targeting. Use of servers allows an adversary to stage, launch, and execute an operation. During post-compromise activity, adversaries may utilize...",https://attack.mitre.org/techniques/T1584/004
T1526,Cloud Service Discovery,Discovery,"An adversary may attempt to enumerate the cloud services running on a system after gaining access. These methods can differ from platform-as-a-service (PaaS), to infrastructure-as-a-service (IaaS), or software-as-a-se...",https://attack.mitre.org/techniques/T1526
T1204.004,Malicious Copy and Paste,Execution,An adversary may rely upon a user copying and pasting code in order to gain execution. Users may be subjected to social engineering to get them to copy and paste code directly into a [Command and Scripting Interpreter...,https://attack.mitre.org/techniques/T1204/004
T1018,Remote System Discovery,Discovery,"Adversaries may attempt to get a listing of other systems by IP address, hostname, or other logical identifier on a network that may be used for Lateral Movement from the current system. Functionality could exist with...",https://attack.mitre.org/techniques/T1018
T1046,Network Service Discovery,Discovery,"Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation. Common methods to acquire ...",https://attack.mitre.org/techniques/T1046
T1590.001,Domain Properties,Reconnaissance,"Adversaries may gather information about the victim's network domain(s) that can be used during targeting. Information about domains and their properties may include a variety of details, including what domain(s) the ...",https://attack.mitre.org/techniques/T1590/001
T1518,Software Discovery,Discovery,Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from [Software Discovery](https://attack.mitre.o...,https://attack.mitre.org/techniques/T1518
T1538,Cloud Service Dashboard,Discovery,"An adversary may use a cloud service dashboard GUI with stolen credentials to gain useful information from an operational cloud environment, such as specific services, resources, and features. For example, the GCP Com...",https://attack.mitre.org/techniques/T1538
T1055.005,Thread Local Storage,Stealth|Privilege Escalation,Adversaries may inject malicious code into processes via thread local storage (TLS) callbacks in order to evade process-based defenses as well as possibly elevate privileges. TLS callback injection is a method of exec...,https://attack.mitre.org/techniques/T1055/005
T1622,Debugger Evasion,Stealth|Discovery,Adversaries may employ various means to detect and avoid debuggers. Debuggers are typically used by defenders to trace and/or analyze the execution of potential malware payloads.(Citation: ProcessHacker Github),https://attack.mitre.org/techniques/T1622
T1036.006,Space after Filename,Stealth,"Adversaries can hide a program's true filetype by changing the extension of a file. With certain file types (specifically this does not work with .app extensions), appending a space to the end of a filename will chang...",https://attack.mitre.org/techniques/T1036/006
T1547.007,Re-opened Applications,Persistence|Privilege Escalation,"Adversaries may modify plist files to automatically run an application when a user logs in. When a user logs out or restarts via the macOS Graphical User Interface (GUI), a prompt is provided to the user with a checkb...",https://attack.mitre.org/techniques/T1547/007
T1608.006,SEO Poisoning,Resource Development,Adversaries may poison mechanisms that influence search engine optimization (SEO) to further lure staged capabilities towards potential victims. Search engines typically display results to users based on purchased ads...,https://attack.mitre.org/techniques/T1608/006
T1550.002,Pass the Hash,Lateral Movement,"Adversaries may “pass the hash” using stolen password hashes to move laterally within an environment, bypassing normal system access controls. Pass the hash (PtH) is a method of authenticating as a user without having...",https://attack.mitre.org/techniques/T1550/002
T1052,Exfiltration Over Physical Medium,Exfiltration,"Adversaries may attempt to exfiltrate data via a physical medium, such as a removable drive. In certain circumstances, such as an air-gapped network compromise, exfiltration could occur via a physical medium or device...",https://attack.mitre.org/techniques/T1052
T1105,Ingress Tool Transfer,Command And Control,Adversaries may transfer tools or other files from an external system into a compromised environment. Tools or files may be copied from an external adversary-controlled system to the victim network through the command...,https://attack.mitre.org/techniques/T1105
T1216.002,SyncAppvPublishingServer,Stealth,Adversaries may abuse SyncAppvPublishingServer.vbs to proxy execution of malicious [PowerShell](https://attack.mitre.org/techniques/T1059/001) commands. SyncAppvPublishingServer.vbs is a Visual Basic script associated...,https://attack.mitre.org/techniques/T1216/002
T1098.002,Additional Email Delegate Permissions,Persistence|Privilege Escalation,Adversaries may grant additional permission levels to maintain persistent access to an adversary-controlled email account.,https://attack.mitre.org/techniques/T1098/002
T1588.003,Code Signing Certificates,Resource Development,Adversaries may buy and/or steal code signing certificates that can be used during targeting. Code signing is the process of digitally signing executables and scripts to confirm the software author and guarantee that ...,https://attack.mitre.org/techniques/T1588/003
T1648,Serverless Execution,Execution,"Adversaries may abuse serverless computing, integration, and automation services to execute arbitrary code in cloud environments. Many cloud providers offer a variety of serverless resources, including compute engines...",https://attack.mitre.org/techniques/T1648
T1548.006,TCC Manipulation,Privilege Escalation,"Adversaries can manipulate or abuse the Transparency, Consent, & Control (TCC) service or database to grant malicious executables elevated permissions. TCC is a Privacy & Security macOS control mechanism used to deter...",https://attack.mitre.org/techniques/T1548/006
T1027.018,Invisible Unicode,Stealth,"Adversaries may abuse invisible or non-printing Unicode characters to conceal malicious content within files, scripts, or text. By inserting characters that do not visibly render, adversaries may hide data, alter how ...",https://attack.mitre.org/techniques/T1027/018
T1055.008,Ptrace System Calls,Stealth|Privilege Escalation,Adversaries may inject malicious code into processes via ptrace (process trace) system calls in order to evade process-based defenses as well as possibly elevate privileges. Ptrace system call injection is a method of...,https://attack.mitre.org/techniques/T1055/008
T1653,Power Settings,Persistence,"Adversaries may impair a system's ability to hibernate, reboot, or shut down in order to extend access to infected machines. When a computer enters a dormant state, some or all software and hardware may cease to opera...",https://attack.mitre.org/techniques/T1653
T1027.007,Dynamic API Resolution,Stealth,Adversaries may obfuscate then dynamically resolve API functions called by their malware in order to conceal malicious functionalities and impair defensive analysis. Malware commonly uses various [Native API](https://...,https://attack.mitre.org/techniques/T1027/007
T1021.001,Remote Desktop Protocol,Lateral Movement,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log into a computer using the Remote Desktop Protocol (RDP). The adversary may then perform actions as the logged-on user.,https://attack.mitre.org/techniques/T1021/001
T1037.001,Logon Script (Windows),Persistence|Privilege Escalation,Adversaries may use Windows logon scripts automatically executed at logon initialization to establish persistence. Windows allows logon scripts to be run whenever a specific user or group of users log into a system.(C...,https://attack.mitre.org/techniques/T1037/001
T1055.015,ListPlanting,Stealth|Privilege Escalation,Adversaries may abuse list-view controls to inject malicious code into hijacked processes in order to evade process-based defenses as well as possibly elevate privileges. ListPlanting is a method of executing arbitrar...,https://attack.mitre.org/techniques/T1055/015
T1665,Hide Infrastructure,Command And Control,"Adversaries may manipulate network traffic in order to hide and evade detection of their C2 infrastructure. This can be accomplished by identifying and filtering traffic from defensive tools,(Citation: TA571) masking ...",https://attack.mitre.org/techniques/T1665
T1484,Domain or Tenant Policy Modification,Defense Impairment|Privilege Escalation,Adversaries may modify the configuration settings of a domain or identity tenant to evade defenses and/or escalate privileges in centrally managed environments. Such services provide a centralized means of managing id...,https://attack.mitre.org/techniques/T1484
T1220,XSL Script Processing,Stealth,Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files. Extensible Stylesheet Language (XSL) files are commonly used to describe the processing and rendering of ...,https://attack.mitre.org/techniques/T1220
T1596.005,Scan Databases,Reconnaissance,"Adversaries may search within public scan databases for information about victims that can be used during targeting. Various online services continuously publish the results of Internet scans/surveys, often harvesting...",https://attack.mitre.org/techniques/T1596/005
T1564.001,Hidden Files and Directories,Stealth,"Adversaries may set files and directories to be hidden to evade detection mechanisms. To prevent normal users from accidentally changing special files on a system, most operating systems have the concept of a ‘hidden’...",https://attack.mitre.org/techniques/T1564/001
T1578.001,Create Snapshot,Defense Impairment,"An adversary may create a snapshot or data backup within a cloud account to evade defenses. A snapshot is a point-in-time copy of an existing cloud compute component such as a virtual machine (VM), virtual hard drive,...",https://attack.mitre.org/techniques/T1578/001
T1591.001,Determine Physical Locations,Reconnaissance,"Adversaries may gather the victim's physical location(s) that can be used during targeting. Information about physical locations of a target organization may include a variety of details, including where key resources...",https://attack.mitre.org/techniques/T1591/001
T1137.002,Office Test,Persistence,"Adversaries may abuse the Microsoft Office ""Office Test"" Registry key to obtain persistence on a compromised system. An Office Test Registry location exists that allows a user to specify an arbitrary DLL that will be ...",https://attack.mitre.org/techniques/T1137/002
T1587,Develop Capabilities,Resource Development,"Adversaries may build capabilities that can be used during targeting. Rather than purchasing, freely downloading, or stealing capabilities, adversaries may develop their own capabilities in-house. This is the process ...",https://attack.mitre.org/techniques/T1587
T1003.003,NTDS,Credential Access,"Adversaries may attempt to access or create a copy of the Active Directory domain database in order to steal credential information, as well as obtain other information about domain members such as devices, users, and...",https://attack.mitre.org/techniques/T1003/003
T1686.001,Cloud Firewall,Defense Impairment,Adversaries may disable or modify a firewall within a cloud environment to bypass controls that limit access to cloud resources.,https://attack.mitre.org/techniques/T1686/001
T1602.001,SNMP (MIB Dump),Collection,Adversaries may target the Management Information Base (MIB) to collect and/or mine valuable information in a network managed using Simple Network Management Protocol (SNMP).,https://attack.mitre.org/techniques/T1602/001
T1686,Disable or Modify System Firewall,Defense Impairment,"Adversaries may disable or modify host-based or network firewalls to impair defensive mechanisms and enable further action. Once an adversary has gathered sufficient privileges, they can tamper with firewall services,...",https://attack.mitre.org/techniques/T1686
T1001.002,Steganography,Command And Control,Adversaries may use steganographic techniques to hide command and control traffic to make detection efforts more difficult. Steganographic techniques can be used to hide data in digital messages that are transferred b...,https://attack.mitre.org/techniques/T1001/002
T1204.001,Malicious Link,Execution,An adversary may rely upon a user clicking a malicious link in order to gain execution. Users may be subjected to social engineering to get them to click on a link that will lead to code execution. This user action wi...,https://attack.mitre.org/techniques/T1204/001
T1550.001,Application Access Token,Lateral Movement,"Adversaries may use stolen application access tokens to bypass the typical authentication process and access restricted accounts, information, or services on remote systems. These tokens are typically stolen from user...",https://attack.mitre.org/techniques/T1550/001
T1547.008,LSASS Driver,Persistence|Privilege Escalation,Adversaries may modify or add LSASS drivers to obtain persistence on compromised systems. The Windows security subsystem is a set of components that manage and enforce the security policy for a computer or domain. The...,https://attack.mitre.org/techniques/T1547/008
T1569.002,Service Execution,Execution,Adversaries may abuse the Windows service control manager to execute malicious commands or payloads. The Windows service control manager (<code>services.exe</code>) is an interface to manage and manipulate services.(C...,https://attack.mitre.org/techniques/T1569/002
T1078.004,Cloud Accounts,Stealth|Persistence|Privilege Escalation|Initial Access,"Valid accounts in cloud environments may allow adversaries to perform actions to achieve Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Cloud accounts are those created and configured by an org...",https://attack.mitre.org/techniques/T1078/004
T1480.001,Environmental Keying,Stealth,Adversaries may environmentally key payloads or other features of malware to evade defenses and constraint execution to a specific target environment. Environmental keying uses cryptography to constrain execution or a...,https://attack.mitre.org/techniques/T1480/001
