mitre_id,name,tactic,description,url
T1055.011,Extra Window Memory Injection,Stealth|Privilege Escalation,Adversaries may inject malicious code into process via Extra Window Memory (EWM) in order to evade process-based defenses as well as possibly elevate privileges. EWM injection is a method of executing arbitrary code i...,https://attack.mitre.org/techniques/T1055/011
T1053.005,Scheduled Task,Execution|Persistence|Privilege Escalation,Adversaries may abuse the Windows Task Scheduler to perform task scheduling for initial or recurring execution of malicious code. There are multiple ways to access the Task Scheduler in Windows. The [schtasks](https:/...,https://attack.mitre.org/techniques/T1053/005
T1205.002,Socket Filters,Stealth|Persistence|Command And Control,"Adversaries may attach filters to a network socket to monitor then activate backdoors used for persistence or command and control. With elevated permissions, adversaries can use features such as the `libpcap` library ...",https://attack.mitre.org/techniques/T1205/002
T1560.001,Archive via Utility,Collection,"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration. Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more s...",https://attack.mitre.org/techniques/T1560/001
T1021.005,VNC,Lateral Movement,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to remotely control machines using Virtual Network Computing (VNC).  VNC is a platform-independent desktop sharing system that uses the R...,https://attack.mitre.org/techniques/T1021/005
T1047,Windows Management Instrumentation,Execution,Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads. WMI is designed for programmers and is the infrastructure for management data and operations on Windows system...,https://attack.mitre.org/techniques/T1047
T1687,Exploitation for Defense Impairment,Defense Impairment,"Adversaries may exploit vulnerabilities in security software, infrastructure, or defensive components to degrade, disable, or otherwise continue to impair their ability to prevent, detect, or respond to malicious acti...",https://attack.mitre.org/techniques/T1687
T1113,Screen Capture,Collection,Adversaries may attempt to take screen captures of the desktop to gather information over the course of an operation. Screen capturing functionality may be included as a feature of a remote access tool used in post-co...,https://attack.mitre.org/techniques/T1113
T1027.011,Fileless Storage,Stealth,"Adversaries may store data in ""fileless"" formats to conceal malicious activity from defenses. Fileless storage can be broadly defined as any format other than a file. Common examples of non-volatile fileless storage i...",https://attack.mitre.org/techniques/T1027/011
T1037,Boot or Logon Initialization Scripts,Persistence|Privilege Escalation,Adversaries may use scripts automatically executed at boot or logon initialization to establish persistence.(Citation: Mandiant APT29 Eye Spy Email Nov 22)(Citation: Anomali Rocke March 2019) Initialization scripts ca...,https://attack.mitre.org/techniques/T1037
T1557,Adversary-in-the-Middle,Credential Access|Collection,Adversaries may attempt to position themselves between two or more networked devices using an adversary-in-the-middle (AiTM) technique to support follow-on behaviors such as [Network Sniffing](https://attack.mitre.org...,https://attack.mitre.org/techniques/T1557
T1033,System Owner/User Discovery,Discovery,"Adversaries may attempt to identify the primary user, currently logged in user, set of users that commonly uses a system, or whether a user is actively using the system. They may do this, for example, by retrieving ac...",https://attack.mitre.org/techniques/T1033
T1583,Acquire Infrastructure,Resource Development,"Adversaries may buy, lease, rent, or obtain infrastructure that can be used during targeting. A wide variety of infrastructure exists for hosting and orchestrating adversary operations. Infrastructure solutions includ...",https://attack.mitre.org/techniques/T1583
T1218.011,Rundll32,Stealth,"Adversaries may abuse rundll32.exe to proxy execution of malicious code. Using rundll32.exe, vice executing directly (i.e. [Shared Modules](https://attack.mitre.org/techniques/T1129)), may avoid triggering security to...",https://attack.mitre.org/techniques/T1218/011
T1613,Container and Resource Discovery,Discovery,"Adversaries may attempt to discover containers and other resources that are available within a containers environment. Other resources may include images, deployments, pods, nodes, and other information such as the st...",https://attack.mitre.org/techniques/T1613
T1583.007,Serverless,Resource Development,"Adversaries may purchase and configure serverless cloud infrastructure, such as Cloudflare Workers, AWS Lambda functions, or Google Apps Scripts, that can be used during targeting. By utilizing serverless infrastructu...",https://attack.mitre.org/techniques/T1583/007
T1132.001,Standard Encoding,Command And Control,Adversaries may encode data with a standard data encoding system to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a standard data e...,https://attack.mitre.org/techniques/T1132/001
T1027.009,Embedded Payloads,Stealth,Adversaries may embed payloads within other files to conceal malicious content from defenses. Otherwise seemingly benign files (such as scripts and executables) may be abused to carry and obfuscate malicious payloads ...,https://attack.mitre.org/techniques/T1027/009
T1556.003,Pluggable Authentication Modules,Defense Impairment|Persistence|Credential Access,"Adversaries may modify pluggable authentication modules (PAM) to access user credentials or enable otherwise unwarranted access to accounts. PAM is a modular system of configuration files, libraries, and executable fi...",https://attack.mitre.org/techniques/T1556/003
T1578.004,Revert Cloud Instance,Defense Impairment,"An adversary may revert changes made to a cloud instance after they have performed malicious activities in attempt to evade detection and remove evidence of their presence. In highly virtualized environments, such as ...",https://attack.mitre.org/techniques/T1578/004
T1592,Gather Victim Host Information,Reconnaissance,"Adversaries may gather information about the victim's hosts that can be used during targeting. Information about hosts may include a variety of details, including administrative data (ex: name, assigned IP, functional...",https://attack.mitre.org/techniques/T1592
T1596.003,Digital Certificates,Reconnaissance,Adversaries may search public digital certificate data for information about victims that can be used during targeting. Digital certificates are issued by a certificate authority (CA) in order to cryptographically ver...,https://attack.mitre.org/techniques/T1596/003
T1056.001,Keylogging,Collection|Credential Access,Adversaries may log user keystrokes to intercept credentials as the user types them. Keylogging is likely to be used to acquire credentials for new access opportunities when [OS Credential Dumping](https://attack.mitr...,https://attack.mitre.org/techniques/T1056/001
T1564.012,File/Path Exclusions,Stealth,Adversaries may attempt to hide their file-based artifacts by writing them to specific folders or file names excluded from antivirus (AV) scanning and other defensive capabilities. AV and other file-based scanners oft...,https://attack.mitre.org/techniques/T1564/012
T1222.002,Linux and Mac Permissions,Defense Impairment,Adversaries may modify file or directory permissions/attributes to evade access control lists (ACLs) and access protected files.(Citation: Hybrid Analysis Icacls1 June 2018)(Citation: Hybrid Analysis Icacls2 May 2018)...,https://attack.mitre.org/techniques/T1222/002
T1110.001,Password Guessing,Credential Access,"Adversaries with no prior knowledge of legitimate credentials within the system or environment may guess passwords to attempt access to accounts. Without knowledge of the password for an account, an adversary may opt ...",https://attack.mitre.org/techniques/T1110/001
T1216.001,PubPrn,Stealth,Adversaries may use PubPrn to proxy execution of malicious remote files. PubPrn.vbs is a [Visual Basic](https://attack.mitre.org/techniques/T1059/005) script that publishes a printer to Active Directory Domain Service...,https://attack.mitre.org/techniques/T1216/001
T1597.002,Purchase Technical Data,Reconnaissance,"Adversaries may purchase technical information about victims that can be used during targeting. Information about victims may be available for purchase within reputable private sources and databases, such as paid subs...",https://attack.mitre.org/techniques/T1597/002
T1003,OS Credential Dumping,Credential Access,"Adversaries may attempt to dump credentials to obtain account login and credential material, normally in the form of a hash or a clear text password. Credentials can be obtained from OS caches, memory, or structures.(...",https://attack.mitre.org/techniques/T1003
T1129,Shared Modules,Execution,"Adversaries may execute malicious payloads via loading shared modules. Shared modules are executable files that are loaded into processes to provide access to reusable code, such as specific custom functions or invoki...",https://attack.mitre.org/techniques/T1129
T1602,Data from Configuration Repository,Collection,"Adversaries may collect data related to managed devices from configuration repositories. Configuration repositories are used by management systems in order to configure, manage, and control data on remote systems. Con...",https://attack.mitre.org/techniques/T1602
T1561.002,Disk Structure Wipe,Impact,Adversaries may corrupt or wipe the disk data structures on a hard drive necessary to boot a system; targeting specific critical systems or in large numbers in a network to interrupt availability to system and network...,https://attack.mitre.org/techniques/T1561/002
T1498.001,Direct Network Flood,Impact,Adversaries may attempt to cause a denial of service (DoS) by directly sending a high-volume of network traffic to a target. This DoS attack may also reduce the availability and functionality of the targeted system(s)...,https://attack.mitre.org/techniques/T1498/001
T1574.007,Path Interception by PATH Environment Variable,Stealth|Execution,Adversaries may execute their own malicious payloads by hijacking environment variables used to load libraries. The PATH environment variable contains a list of directories (User and System) that the OS searches seque...,https://attack.mitre.org/techniques/T1574/007
T1213.002,Sharepoint,Collection,Adversaries may leverage the SharePoint repository as a source to mine valuable information. SharePoint will often contain useful information for an adversary to learn about the structure and functionality of the inte...,https://attack.mitre.org/techniques/T1213/002
T1006,Direct Volume Access,Stealth,Adversaries may directly access a volume to bypass file access controls and file system monitoring. Windows allows programs to have direct access to logical volumes. Programs with direct access may read and write file...,https://attack.mitre.org/techniques/T1006
T1588.007,Artificial Intelligence,Resource Development,"Adversaries may obtain access to generative artificial intelligence tools, such as large language models (LLMs), to aid various techniques during targeting. These tools may be used to inform, bolster, and enable a var...",https://attack.mitre.org/techniques/T1588/007
T1666,Modify Cloud Resource Hierarchy,Defense Impairment,Adversaries may attempt to modify hierarchical structures in infrastructure-as-a-service (IaaS) environments in order to evade defenses.,https://attack.mitre.org/techniques/T1666
T1564.008,Email Hiding Rules,Stealth,"Adversaries may use email rules to hide inbound emails in a compromised user's mailbox. Many email clients allow users to create inbox rules for various email functions, including moving emails to other folders, marki...",https://attack.mitre.org/techniques/T1564/008
T1491.002,External Defacement,Impact,"An adversary may deface systems external to an organization in an attempt to deliver messaging, intimidate, or otherwise mislead an organization or users. [External Defacement](https://attack.mitre.org/techniques/T149...",https://attack.mitre.org/techniques/T1491/002
T1027.013,Encrypted/Encoded File,Stealth,"Adversaries may encrypt or encode files to obfuscate strings, bytes, and other specific patterns to impede detection. Encrypting and/or encoding file content aims to conceal malicious artifacts within a file used in a...",https://attack.mitre.org/techniques/T1027/013
T1590.005,IP Addresses,Reconnaissance,"Adversaries may gather the victim's IP addresses that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of sequential addresses. Information about assigned IP add...",https://attack.mitre.org/techniques/T1590/005
T1499.001,OS Exhaustion Flood,Impact,Adversaries may launch a denial of service (DoS) attack targeting an endpoint's operating system (OS). A system's OS is responsible for managing the finite resources as well as preventing the entire system from being ...,https://attack.mitre.org/techniques/T1499/001
T1014,Rootkit,Stealth,"Adversaries may use rootkits to hide the presence of programs, files, network connections, services, drivers, and other system components. Rootkits are programs that hide the existence of malware by intercepting/hooki...",https://attack.mitre.org/techniques/T1014
T1546.013,PowerShell Profile,Privilege Escalation|Persistence,Adversaries may gain persistence and elevate privileges by executing malicious content triggered by PowerShell profiles. A PowerShell profile  (<code>profile.ps1</code>) is a script that runs when [PowerShell](https:/...,https://attack.mitre.org/techniques/T1546/013
T1059.007,JavaScript,Execution,"Adversaries may abuse various implementations of JavaScript for execution. JavaScript (JS) is a platform-independent scripting language (compiled just-in-time at runtime) commonly associated with scripts in webpages, ...",https://attack.mitre.org/techniques/T1059/007
T1685.003,Modify or Spoof Tool UI,Defense Impairment,Adversaries may spoof or manipulate security tool user interfaces (UIs) to falsely indicate tools are functioning normally and delay detection and response.,https://attack.mitre.org/techniques/T1685/003
T1590.002,DNS,Reconnaissance,"Adversaries may gather information about the victim's DNS that can be used during targeting. DNS information may include a variety of details, including registered name servers as well as records that outline addressi...",https://attack.mitre.org/techniques/T1590/002
T1485.001,Lifecycle-Triggered Deletion,Impact,Adversaries may modify the lifecycle policies of a cloud storage bucket to destroy all objects stored within.,https://attack.mitre.org/techniques/T1485/001
T1123,Audio Capture,Collection,"An adversary can leverage a computer's peripheral devices (e.g., microphones and webcams) or applications (e.g., voice and video call services) to capture audio recordings for the purpose of listening into sensitive c...",https://attack.mitre.org/techniques/T1123
T1543,Create or Modify System Process,Persistence|Privilege Escalation,"Adversaries may create or modify system-level processes to repeatedly execute malicious payloads as part of persistence. When operating systems boot up, they can start processes that perform background system function...",https://attack.mitre.org/techniques/T1543
T1133,External Remote Services,Persistence|Initial Access,"Adversaries may leverage external-facing remote services to initially access and/or persist within a network. Remote services such as VPNs, Citrix, and other access mechanisms allow users to connect to internal enterp...",https://attack.mitre.org/techniques/T1133
T1546.006,LC_LOAD_DYLIB Addition,Privilege Escalation|Persistence,Adversaries may establish persistence by executing malicious content triggered by the execution of tainted binaries. Mach-O binaries have a series of headers that are used to perform certain operations when a binary i...,https://attack.mitre.org/techniques/T1546/006
T1539,Steal Web Session Cookie,Credential Access,An adversary may steal web application or service session cookies and use them to gain access to web applications or Internet services as an authenticated user without needing credentials. Web applications and service...,https://attack.mitre.org/techniques/T1539
T1053.007,Container Orchestration Job,Execution|Persistence|Privilege Escalation,Adversaries may abuse task scheduling functionality provided by container orchestration tools such as Kubernetes to schedule deployment of containers configured to execute malicious code. Container orchestration jobs ...,https://attack.mitre.org/techniques/T1053/007
T1568.002,Domain Generation Algorithms,Command And Control,Adversaries may make use of Domain Generation Algorithms (DGAs) to dynamically identify a destination domain for command and control traffic rather than relying on a list of static IP addresses or domains. This has th...,https://attack.mitre.org/techniques/T1568/002
T1036.007,Double File Extension,Stealth,Adversaries may abuse a double extension in the filename as a means of masquerading the true file type. A file name may include a secondary file type extension that may cause only the first extension to be displayed (...,https://attack.mitre.org/techniques/T1036/007
T1548.002,Bypass User Account Control,Privilege Escalation,Adversaries may bypass UAC mechanisms to elevate process privileges on system. Windows User Account Control (UAC) allows a program to elevate its privileges (tracked as integrity levels ranging from low to high) to pe...,https://attack.mitre.org/techniques/T1548/002
T1496.003,SMS Pumping,Impact,"Adversaries may leverage messaging services for SMS pumping, which may impact system and/or hosted service availability.(Citation: Twilio SMS Pumping) SMS pumping is a type of telecommunications fraud whereby a threat...",https://attack.mitre.org/techniques/T1496/003
T1016.001,Internet Connection Discovery,Discovery,Adversaries may check for Internet connectivity on compromised systems. This may be performed during automated discovery and can be accomplished in numerous ways such as using [Ping](https://attack.mitre.org/software/...,https://attack.mitre.org/techniques/T1016/001
T1548.003,Sudo and Sudo Caching,Privilege Escalation,Adversaries may perform sudo caching and/or use the sudoers file to elevate privileges. Adversaries may do this to execute commands as other users or spawn processes with higher privileges.,https://attack.mitre.org/techniques/T1548/003
T1685.001,Disable or Modify Windows Event Log,Defense Impairment,Adversaries may disable or modify the Windows Event Log to limit data that can be leveraged for detections and audits. Windows Event Log records user and system activity such as login attempts and process creation.(Ci...,https://attack.mitre.org/techniques/T1685/001
T1682,Query Public AI Services,Reconnaissance,"Adversaries may query publicly accessible artificial intelligence (AI) services, such as large language models (LLMs), to support targeting and operations. In addition to searching websites or databases directly (i.e....",https://attack.mitre.org/techniques/T1682
T1560.003,Archive via Custom Method,Collection,"An adversary may compress or encrypt data that is collected prior to exfiltration using a custom method. Adversaries may choose to use custom archival methods, such as encryption with XOR or stream ciphers implemented...",https://attack.mitre.org/techniques/T1560/003
T1578,Modify Cloud Compute Infrastructure,Defense Impairment,"An adversary may attempt to modify a cloud account's compute service infrastructure to evade defenses. A modification to the compute service infrastructure can include the creation, deletion, or modification of one or...",https://attack.mitre.org/techniques/T1578
T1584.008,Network Devices,Resource Development,"Adversaries may compromise third-party network devices that can be used during targeting. Network devices, such as small office/home office (SOHO) routers, may be compromised where the adversary's ultimate goal is not...",https://attack.mitre.org/techniques/T1584/008
T1583.008,Malvertising,Resource Development,"Adversaries may purchase online advertisements that can be abused to distribute malware to victims. Ads can be purchased to plant as well as favorably position artifacts in specific locations  online, such as prominen...",https://attack.mitre.org/techniques/T1583/008
T1069,Permission Groups Discovery,Discovery,"Adversaries may attempt to discover group and permission settings. This information can help adversaries determine which user accounts and groups are available, the membership of users in particular groups, and which ...",https://attack.mitre.org/techniques/T1069
T1114,Email Collection,Collection,"Adversaries may target user email to collect sensitive information. Emails may contain sensitive data, including trade secrets or personal information, that can prove valuable to adversaries. Emails may also contain d...",https://attack.mitre.org/techniques/T1114
T1003.002,Security Account Manager,Credential Access,Adversaries may attempt to extract credential material from the Security Account Manager (SAM) database either through in-memory techniques or through the Windows Registry where the SAM database is stored. The SAM is ...,https://attack.mitre.org/techniques/T1003/002
T1596.002,WHOIS,Reconnaissance,Adversaries may search public WHOIS data for information about victims that can be used during targeting. WHOIS data is stored by regional Internet registries (RIR) responsible for allocating and assigning Internet re...,https://attack.mitre.org/techniques/T1596/002
T1542.001,System Firmware,Stealth|Persistence,Adversaries may modify system firmware to persist on systems.The BIOS (Basic Input/Output System) and The Unified Extensible Firmware Interface (UEFI) or Extensible Firmware Interface (EFI) are examples of system firm...,https://attack.mitre.org/techniques/T1542/001
T1594,Search Victim-Owned Websites,Reconnaissance,"Adversaries may search websites owned by the victim for information that can be used during targeting. Victim-owned websites may contain a variety of details, including names of departments/divisions, physical locatio...",https://attack.mitre.org/techniques/T1594
T1069.003,Cloud Groups,Discovery,"Adversaries may attempt to find cloud groups and permission settings. The knowledge of cloud permission groups can help adversaries determine the particular roles of users and groups within an environment, as well as ...",https://attack.mitre.org/techniques/T1069/003
T1574.011,Services Registry Permissions Weakness,Stealth|Execution,Adversaries may execute their own malicious payloads by hijacking the Registry entries used by services. Flaws in the permissions for Registry keys related to services can allow adversaries to redirect the originally ...,https://attack.mitre.org/techniques/T1574/011
T1596.001,DNS/Passive DNS,Reconnaissance,"Adversaries may search DNS data for information about victims that can be used during targeting. DNS information may include a variety of details, including registered name servers as well as records that outline addr...",https://attack.mitre.org/techniques/T1596/001
T1499.003,Application Exhaustion Flood,Impact,"Adversaries may target resource intensive features of applications to cause a denial of service (DoS), denying availability to those applications. For example, specific features in web applications may be highly resou...",https://attack.mitre.org/techniques/T1499/003
T1195.001,Compromise Software Dependencies and Development Tools,Initial Access,Adversaries may manipulate software dependencies and development tools prior to receipt by a final consumer for the purpose of data or system compromise. Applications often depend on external software to function prop...,https://attack.mitre.org/techniques/T1195/001
T1588.004,Digital Certificates,Resource Development,"Adversaries may buy and/or steal SSL/TLS certificates that can be used during targeting. SSL/TLS certificates are designed to instill trust. They include information about the key, information about its owner's identi...",https://attack.mitre.org/techniques/T1588/004
T1583.002,DNS Server,Resource Development,"Adversaries may set up their own Domain Name System (DNS) servers that can be used during targeting. During post-compromise activity, adversaries may utilize DNS traffic for various tasks, including for Command and Co...",https://attack.mitre.org/techniques/T1583/002
T1561,Disk Wipe,Impact,"Adversaries may wipe or corrupt raw disk data on specific systems or in large numbers in a network to interrupt availability to system and network resources. With direct write access to a disk, adversaries may attempt...",https://attack.mitre.org/techniques/T1561
T1071.004,DNS,Command And Control,"Adversaries may communicate using the Domain Name System (DNS) application layer protocol to avoid detection/network filtering by blending in with existing traffic. Commands to the remote system, and often the results...",https://attack.mitre.org/techniques/T1071/004
T1552.005,Cloud Instance Metadata API,Credential Access,Adversaries may attempt to access the Cloud Instance Metadata API to collect credentials and other sensitive data.,https://attack.mitre.org/techniques/T1552/005
T1555.002,Securityd Memory,Credential Access,An adversary with root access may gather credentials by reading `securityd`’s memory. `securityd` is a service/daemon responsible for implementing security protocols such as encryption and authorization.(Citation: App...,https://attack.mitre.org/techniques/T1555/002
T1615,Group Policy Discovery,Discovery,"Adversaries may gather information on Group Policy settings to identify paths for privilege escalation, security measures applied within a domain, and to discover patterns in domain objects that can be manipulated or ...",https://attack.mitre.org/techniques/T1615
T1542.003,Bootkit,Stealth|Persistence,"Adversaries may use bootkits to persist on systems. A bootkit is a malware variant that modifies the boot sectors of a hard drive, allowing malicious code to execute before a computer's operating system has loaded. Bo...",https://attack.mitre.org/techniques/T1542/003
T1025,Data from Removable Media,Collection,"Adversaries may search connected removable media on computers they have compromised to find files of interest. Sensitive data can be collected from any removable media (optical disk drive, USB memory, etc.) connected ...",https://attack.mitre.org/techniques/T1025
T1218.013,Mavinject,Stealth,"Adversaries may abuse mavinject.exe to proxy execution of malicious code. Mavinject.exe is the Microsoft Application Virtualization Injector, a Windows utility that can inject code into external processes as part of M...",https://attack.mitre.org/techniques/T1218/013
T1074.001,Local Data Staging,Collection,Adversaries may stage collected data in a central location or directory on the local system prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as [Archive Colle...,https://attack.mitre.org/techniques/T1074/001
T1036.005,Match Legitimate Resource Name or Location,Stealth,"Adversaries may match or approximate the name or location of legitimate files, Registry keys, or other resources when naming/placing them. This is done for the sake of evading defenses and observation.",https://attack.mitre.org/techniques/T1036/005
T1587.003,Digital Certificates,Resource Development,"Adversaries may create self-signed SSL/TLS certificates that can be used during targeting. SSL/TLS certificates are designed to instill trust. They include information about the key, information about its owner's iden...",https://attack.mitre.org/techniques/T1587/003
T1565.001,Stored Data Manipulation,Impact,"Adversaries may insert, delete, or manipulate data at rest in order to influence external outcomes or hide activity, thus threatening the integrity of the data.(Citation: FireEye APT38 Oct 2018)(Citation: DOJ Lazarus ...",https://attack.mitre.org/techniques/T1565/001
T1110.002,Password Cracking,Credential Access,"Adversaries may use password cracking to attempt to recover usable credentials, such as plaintext passwords, when credential material such as password hashes are obtained. [OS Credential Dumping](https://attack.mitre....",https://attack.mitre.org/techniques/T1110/002
T1114.001,Local Email Collection,Collection,"Adversaries may target user email on local systems to collect sensitive information. Files containing email data can be acquired from a user’s local system, such as Outlook storage or cache files.",https://attack.mitre.org/techniques/T1114/001
T1555.001,Keychain,Credential Access,"Adversaries may acquire credentials from Keychain. Keychain (or Keychain Services) is the macOS credential management system that stores account names, passwords, private keys, certificates, sensitive application data...",https://attack.mitre.org/techniques/T1555/001
T1547,Boot or Logon Autostart Execution,Persistence|Privilege Escalation,Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems. Operating systems may have mecha...,https://attack.mitre.org/techniques/T1547
T1003.004,LSA Secrets,Credential Access,"Adversaries with SYSTEM access to a host may attempt to access Local Security Authority (LSA) secrets, which can contain a variety of different credential materials, such as credentials for service accounts.(Citation:...",https://attack.mitre.org/techniques/T1003/004
T1600,Weaken Encryption,Defense Impairment,Adversaries may compromise a network device’s encryption capability in order to bypass encryption that would otherwise protect data communications.(Citation: Cisco Synful Knock Evolution),https://attack.mitre.org/techniques/T1600
T1606.002,SAML Tokens,Credential Access,An adversary may forge SAML tokens with any permissions claims and lifetimes if they possess a valid SAML token-signing certificate.(Citation: Microsoft SolarWinds Steps) The default lifetime of a SAML token is one ho...,https://attack.mitre.org/techniques/T1606/002
T1036.008,Masquerade File Type,Stealth,"Adversaries may masquerade malicious payloads as legitimate files through changes to the payload's formatting, including the file’s signature, extension, icon, and contents. Various file types have a typical standard ...",https://attack.mitre.org/techniques/T1036/008
T1489,Service Stop,Impact,Adversaries may stop or disable services on a system to render those services unavailable to legitimate users. Stopping critical services or processes can inhibit or stop response to an incident or aid in the adversar...,https://attack.mitre.org/techniques/T1489
T1587.001,Malware,Resource Development,"Adversaries may develop malware and malware components that can be used during targeting. Building malicious software can include the development of payloads, droppers, post-compromise tools, backdoors (including back...",https://attack.mitre.org/techniques/T1587/001
T1652,Device Driver Discovery,Discovery,"Adversaries may attempt to enumerate local device drivers on a victim host. Information about device drivers may highlight various insights that shape follow-on behaviors, such as the function/purpose of the host, pre...",https://attack.mitre.org/techniques/T1652
T1087.002,Domain Account,Discovery,Adversaries may attempt to get a listing of domain accounts. This information can help adversaries determine which domain accounts exist to aid in follow-on behavior such as targeting specific accounts which possess p...,https://attack.mitre.org/techniques/T1087/002
T1547.014,Active Setup,Persistence|Privilege Escalation,Adversaries may achieve persistence by adding a Registry key to the Active Setup of the local machine. Active Setup is a Windows mechanism that is used to execute programs when a user logs in. The value stored in the ...,https://attack.mitre.org/techniques/T1547/014
T1564,Hide Artifacts,Stealth,"Adversaries may attempt to hide artifacts associated with their behaviors to evade detection. Operating systems may have features to hide various artifacts, such as important system files and administrative task execu...",https://attack.mitre.org/techniques/T1564
T1559.002,Dynamic Data Exchange,Execution,Adversaries may use Windows Dynamic Data Exchange (DDE) to execute arbitrary commands. DDE is a client-server protocol for one-time and/or continuous inter-process communication (IPC) between applications. Once a link...,https://attack.mitre.org/techniques/T1559/002
T1204.002,Malicious File,Execution,An adversary may rely upon a user opening a malicious file in order to gain execution. Users may be subjected to social engineering to get them to open a file that will lead to code execution. This user action will ty...,https://attack.mitre.org/techniques/T1204/002
T1591.003,Identify Business Tempo,Reconnaissance,"Adversaries may gather information about the victim's business tempo that can be used during targeting. Information about an organization’s business tempo may include a variety of details, including operational hours/...",https://attack.mitre.org/techniques/T1591/003
T1685.004,Disable or Modify Linux Audit System Log,Defense Impairment,Adversaries may disable or modify the Linux Audit system to hide malicious activity and avoid detection. Linux admins use the Linux Audit system to track security-relevant information on a system. The Linux Audit syst...,https://attack.mitre.org/techniques/T1685/004
T1071.005,Publish/Subscribe Protocols,Command And Control,"Adversaries may communicate using publish/subscribe (pub/sub) application layer protocols to avoid detection/network filtering by blending in with existing traffic. Commands to the remote system, and often the results...",https://attack.mitre.org/techniques/T1071/005
T1592.001,Hardware,Reconnaissance,Adversaries may gather information about the victim's host hardware that can be used during targeting. Information about hardware infrastructure may include a variety of details such as types and versions on specific ...,https://attack.mitre.org/techniques/T1592/001
T1080,Taint Shared Content,Lateral Movement,"Adversaries may deliver payloads to remote systems by adding content to shared storage locations, such as network drives or internal code repositories. Content stored on network drives or in other shared locations may...",https://attack.mitre.org/techniques/T1080
T1484.002,Trust Modification,Defense Impairment|Privilege Escalation,"Adversaries may add new domain trusts, modify the properties of existing domain trusts, or otherwise change the configuration of trust relationships between domains and tenants to evade defenses and/or elevate privile...",https://attack.mitre.org/techniques/T1484/002
T1213.006,Databases,Collection,Adversaries may leverage databases to mine valuable information. These databases may be hosted on-premises or in the cloud (both in platform-as-a-service and software-as-a-service environments).,https://attack.mitre.org/techniques/T1213/006
T1573.001,Symmetric Cryptography,Command And Control,Adversaries may employ a known symmetric encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol. Symmetric encryption algorithm...,https://attack.mitre.org/techniques/T1573/001
T1087.001,Local Account,Discovery,Adversaries may attempt to get a listing of local system accounts. This information can help adversaries determine which local accounts exist on a system to aid in follow-on behavior.,https://attack.mitre.org/techniques/T1087/001
T1586.001,Social Media Accounts,Resource Development,"Adversaries may compromise social media accounts that can be used during targeting. For operations incorporating social engineering, the utilization of an online persona may be important. Rather than creating and cult...",https://attack.mitre.org/techniques/T1586/001
T1176.001,Browser Extensions,Persistence,Adversaries may abuse internet browser extensions to establish persistent access to victim systems. Browser extensions or plugins are small programs that can add functionality to and customize aspects of internet brow...,https://attack.mitre.org/techniques/T1176/001
T1542.005,TFTP Boot,Stealth|Persistence,Adversaries may abuse netbooting to load an unauthorized network device operating system from a Trivial File Transfer Protocol (TFTP) server. TFTP boot (netbooting) is commonly used by network administrators to load c...,https://attack.mitre.org/techniques/T1542/005
T1686.003,Windows Host Firewall,Defense Impairment,"Adversaries may disable or modify the Windows host firewall to bypass controls limiting network usage. This can include disabling the Windows host firewall entirely, suppressing specific profiles (domain, private, pub...",https://attack.mitre.org/techniques/T1686/003
T1543.003,Windows Service,Persistence|Privilege Escalation,"Adversaries may create or modify Windows services to repeatedly execute malicious payloads as part of persistence. When Windows boots up, it starts programs or applications called services that perform background syst...",https://attack.mitre.org/techniques/T1543/003
T1568.001,Fast Flux DNS,Command And Control,"Adversaries may use Fast Flux DNS to hide a command and control channel behind an array of rapidly changing IP addresses linked to a single domain resolution. This technique uses a fully qualified domain name, with mu...",https://attack.mitre.org/techniques/T1568/001
T1497.001,System Checks,Stealth|Discovery,Adversaries may employ various system checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of...,https://attack.mitre.org/techniques/T1497/001
T1053.003,Cron,Execution|Persistence|Privilege Escalation,Adversaries may abuse the <code>cron</code> utility to perform task scheduling for initial or recurring execution of malicious code.(Citation: 20 macOS Common Tools and Techniques) The <code>cron</code> utility is a t...,https://attack.mitre.org/techniques/T1053/003
T1069.002,Domain Groups,Discovery,Adversaries may attempt to find domain-level groups and permission settings. The knowledge of domain-level permission groups can help adversaries determine which groups exist and which users belong to a particular gro...,https://attack.mitre.org/techniques/T1069/002
T1588.006,Vulnerabilities,Resource Development,"Adversaries may acquire information about vulnerabilities that can be used during targeting. A vulnerability is a weakness in computer hardware or software that can, potentially, be exploited by an adversary to cause ...",https://attack.mitre.org/techniques/T1588/006
